,region,sub-region,13/1/20,14/1/20,15/1/20,16/1/20,17/1/20,18/1/20,19/1/20,20/1/20,21/1/20,22/1/20,23/1/20,24/1/20,25/1/20,26/1/20,27/1/20,28/1/20,29/1/20,30/1/20,31/1/20,1/2/20,2/2/20,3/2/20,4/2/20,5/2/20,6/2/20,7/2/20,8/2/20,9/2/20,10/2/20,11/2/20,12/2/20,13/2/20,14/2/20,15/2/20,16/2/20,17/2/20,18/2/20,19/2/20,20/2/20,21/2/20,22/2/20,23/2/20,24/2/20,25/2/20,26/2/20,27/2/20,28/2/20,29/2/20,1/3/20,2/3/20,3/3/20,4/3/20,5/3/20,6/3/20,7/3/20,8/3/20,9/3/20,10/3/20,11/3/20,12/3/20,13/3/20,14/3/20,15/3/20,16/3/20,17/3/20,18/3/20,19/3/20,20/3/20,21/3/20,22/3/20,23/3/20,24/3/20,25/3/20,26/3/20,27/3/20,28/3/20,29/3/20,30/3/20,31/3/20,1/4/20,2/4/20,3/4/20,4/4/20,5/4/20,6/4/20,7/4/20,8/4/20,9/4/20,10/4/20,11/4/20,12/4/20,13/4/20,14/4/20,15/4/20,16/4/20,17/4/20,18/4/20,19/4/20,20/4/20,21/4/20,22/4/20,23/4/20,24/4/20,25/4/20,26/4/20,27/4/20,28/4/20,29/4/20,30/4/20,1/5/20,2/5/20,3/5/20,4/5/20,5/5/20,6/5/20,7/5/20,8/5/20,9/5/20,10/5/20,11/5/20,12/5/20,13/5/20,14/5/20,15/5/20,16/5/20,17/5/20,18/5/20,19/5/20,20/5/20,21/5/20,22/5/20,23/5/20,24/5/20,25/5/20,26/5/20,27/5/20
47,Jacksonville,Florida,100,100.0833333,101.7966667,105.4866667,114.19,115.56,78.68666667,92.64333333,93.72333333,89.18333333,96.39666667,112.2033333,113.3933333,77.54333333,92.96666667,98.95333333,94.84666667,100.5733333,115.3533333,109.5333333,77.39,96.00666667,102.1633333,104.1733333,100.18,117.18,115.0566667,87.51,100.8133333,105.06,104.7966667,114.44,124.57,121.4666667,84.98333333,100.01,103.9566667,101.5566667,102.8566667,115.5733333,117.3566667,84.41666667,103.3266667,97.20666667,111.1333333,113.71,123.97,136.3,89.28333333,107.6133333,110.05,110.5933333,110.86,125.5433333,125.4366667,85.14666667,104.86,110.28,110.1,110.0466667,117.83,112.0833333,84.12,88.97666667,89.60333333,84.39333333,84.26666667,84.59,68.05,52.02,66.56666667,65.99666667,65.71333333,66.73666667,71.96666667,63.69,51.91333333,61.08,56.99333333,59.92666667,63.39,57.7,51.40666667,39.68333333,56.95,58.02,57.21,60.80666667,65.60666667,57.27666667,40.61666667,56.16,53.8,54.57333333,64.01333333,70.65333333,64.05,53.30666667,64.88,69.88666667,67.30333333,66.19666667,69.9,73.43,57.18,69.88,72.22,71.88666667,71.57666667,83.56666667,81.32666667,65.63,79.92666667,85.42,80.26666667,82.35333333,95.71333333,90.02333333,66.80333333,75.71564482,75.50921884,89.67333333,93.56,108.21,105.3933333,85.58666667,94.80333333,97.94666667,97.84666667,102.57,119.7633333,116.6266667,94.13666667,81.44,94.34,99.75
48,Kansas City,Missouri,100,103.78,99.05,102.9133333,77.62,133.6966667,93.08,90.82333333,98.65,85.49333333,93.74666667,104.7,129.0866667,86.70333333,94.23333333,95.86666667,100.11,100.7333333,123.36,139.0966667,110.2566667,102.5533333,135.6033333,181.3733333,103.5333333,114.19,128.2333333,85.74,96.97333333,101.2433333,90.36333333,98.82666667,141.6033333,149.0866667,103.5233333,108.71,101.7833333,102.2266667,105.1733333,122.39,139.9066667,92.04,94.87333333,99.39,103.41,108.3633333,131.9966667,148.7166667,99.95666667,100.3733333,107.9433333,105.91,108.44,138.7933333,154.62,99.24666667,96.36333333,113.46,117.61,104.54,109.47,96.54,68.05333333,77.98333333,71.33,66.97333333,68.94666667,71.40333333,63.01333333,45.02,62.35333333,48.24666667,56.57,60.66666667,62.79333333,58.74,52.19666667,60.52333333,62.92,62.82333333,59.98666667,53.25666667,54.59666667,50.16333333,56.47666667,66.98333333,66.7,63.10333333,68.07,62.34,37.50666667,61.2,63.39666667,66.35,58.88,66.40666667,69.13333333,57.51333333,69.86,73.28,64.09666667,73.76333333,69.43,75.67333333,63.21333333,73.8,71.96666667,76.88333333,83.14333333,88.96666667,85.03666667,67.72333333,66.12333333,85.63666667,82.48666667,78.59333333,96.73666667,89.58,65.87666667,75.3113542,74.95046255,87.21666667,93.81,109.9766667,104.0433333,87.01666667,101.5866667,111.1933333,111.17,113.5233333,120.52,115.9133333,88.74666667,83.77333333,105.4766667,109.73
49,Lancaster,Pennsylvania,100,98.44,104.585,102.065,133.975,111.07,110.915,117.67,103.245,104.365,107.23,137.63,149.865,91.04,92.2,98.705,97.07,100.37,132.815,166.2,80.695,96.7,105.375,112.435,108.535,129.56,149.215,93.285,97.975,105.76,108.37,114.84,172.63,211.175,111.255,118.615,104.005,108.23,107.745,144.15,172.535,107.16,102.435,108.37,111.295,111.65,145.6,172.725,103.4,106.32,106.105,112.94,116.98,147.53,190.2,107.15,118.725,111.17,120.3,109.235,123.005,124.495,76.405,84.53,70.675,70.41,63.95,67.47,57.765,42.85,43.845,53.94,50.05,60.505,63.96,42.9,41.06,52.245,48.1,51.475,53.985,57.565,51.885,44.93,57.935,60.405,61.505,55.41,61.025,58.535,37.215,51.195,61.265,63.69,63.985,64.045,59.93,55.315,64.455,58.885,67.985,61.695,65.7,70.865,47.21,62.93,71.565,70.74,66.925,88.415,86.86,69.41,75.71,79.875,74.155,88.575,88.495,87.845,70.425,74.15625262,73.72723292,99.455,103.605,115.225,112.985,79.795,100.725,107.4,107.115,114.815,120.085,116.405,93.2,95.725,118.125,124.69
50,Lansing,Michigan,100,102.8433333,96.22333333,91.79,98.75333333,55.26333333,48.88333333,59.25,86.72666667,86.22,83.58,92.57666667,75.19666667,50.97666667,76.90333333,80.78,78.97333333,77.33,88.86333333,70.05333333,54.06666667,78.3,76.96666667,74.53666667,75.07666667,83.16666667,68.85666667,52.64666667,71.94666667,77.34,79.36666667,76.87666667,88.57333333,78.89333333,56.99666667,72.42666667,72.36666667,73.26666667,77.38,89.56666667,82.41,60.1,69.3,76.15666667,70.76666667,73.65333333,76.23,69.35333333,45.72333333,47.33666667,48.50666667,51.82666667,51.63,57.93333333,62.50333333,57.17333333,69.88,79.92333333,63.89,56.18666667,56.25333333,49.28,34.26,38.73333333,39.07,33.45,31.20666667,32.95333333,27.27,21.83333333,26.12666667,19.72,22.07,21.15,23.24666667,18.39666667,15.71666667,20.29666667,20.50666667,23.95333333,26.64,27.96333333,20.61,21.47666667,25.06333333,24.72333333,25.94,22.02666667,24.54666667,22.91,15.63333333,21.06,21.58333333,29.89333333,23.64666667,23.88,25.29,23.51,26.65,24.53,23.47666667,25.42333333,28.82333333,27.51333333,24.17333333,28.37,32.46666667,27,30.32666667,37.36,35.23333333,29.58333333,33.81,32.30333333,35.27,37.70333333,37.27333333,34.77666667,26.79,32.78078233,32.59089223,41.61666667,38.20333333,45.00333333,42.82666667,33.28666667,41.13333333,45.23333333,51.23,48.02333333,51.65,44.84,39.78,36.31333333,47.25666667,49.7
51,Las Vegas,Nevada,100,101.2666667,103.0066667,106.7533333,129.8066667,142.4033333,116.1266667,116.09,116.5433333,111.8166667,114.3333333,128.97,138.33,103.1066667,108.8633333,105.6233333,102.1466667,108.4833333,125.93,131.1166667,94.19666667,103.26,101.8733333,107.57,111.4033333,131.4266667,139.01,101.17,107.25,105.2433333,108.39,121,148.1566667,151.1433333,126.39,119.3033333,116.3633333,115.55,127.0466667,150.8633333,147.7,118.9166667,121.2366667,115.21,114.2233333,116.31,135.0566667,140.9533333,108.6,109.8166667,111.55,114.7933333,119.9533333,143.15,146.0966667,115.32,118.4533333,110.12,111.5833333,103.4166667,111.0733333,111.4,83.38666667,80.67666667,70.58333333,55.12666667,48.93666667,50.58666667,43.78666667,36.93333333,44.11666667,45.78,43.78666667,47.52,45.92666667,40.88666667,33.70333333,43.18333333,43.34666667,43.64,41.88,45.78,41.67,33.61333333,40.43,40.91333333,40.53333333,41.87,44.78666667,41.81666667,30.12666667,42.94666667,43.43,47.34333333,46.84333333,49.95666667,45.09666667,38.94333333,47.83333333,47.92333333,49.45,50.35666667,53.36666667,48.74666667,41.15666667,50.92666667,52.83333333,51.62,53.88333333,59.08666667,54.2,45.68666667,55.79333333,57.16666667,55.88666667,57.65333333,63.29,60.75666667,48.55666667,61.83062596,61.15892004,64,65.40333333,72.23,66.51,55.59333333,68.61333333,69.13,71.37,73.52,79.73,75.48333333,62.43666667,63.54666667,73.19666667,73.24666667
52,Lexington,Kentucky,100,103.64,114.0033333,112.3333333,111.7633333,106.7433333,71.31,88.14333333,104.5466667,100.4066667,100.6033333,110.8433333,116.0133333,69.26,89.73333333,89.13333333,98.11666667,100.2766667,109.6566667,107.1866667,75.52666667,92.11333333,103.0233333,94.23666667,102.77,100.5333333,101.2333333,72.81333333,86.57,90.98666667,93.29,109.71,154.0966667,142.9333333,81.12333333,94.55666667,91.47,95.23666667,103.0766667,125.52,140.4066667,82.24333333,92.78,103.6033333,103.2166667,109.9533333,140.5166667,135.8966667,85.14666667,87.16,106.0733333,101.8266667,110.3866667,122.1466667,127.0466667,80.72666667,96.32333333,95.4,99.00666667,89.57666667,93.94333333,72.23,52.07333333,62.89666667,61.10666667,57.69666667,54.98333333,64.02,49.25333333,43.17666667,50.77333333,51.16666667,56.83666667,58.93333333,54.84333333,52.54333333,46.06666667,56.40333333,46.17333333,51.56333333,51.36333333,58.74,51.42,45.08,55.96666667,54.04666667,53.04666667,54.49,55.48333333,49.69,34.37,49.27,48.34,52.97,53.64,54.12333333,53.66,47.29333333,59.47333333,58.73666667,57.51666667,52.86,62.86333333,53.54,43.9,61.1,58.86666667,56.51333333,58.91666667,73.59666667,64.99666667,55.88,67.46,61.97666667,65.53333333,73.41666667,71.27333333,76.27333333,54.13,63.97593651,63.66867408,73.04,84.31,90.04,80.12,71.71333333,79.44333333,81.64,89.81333333,91.01666667,108.9266667,86.09333333,76.43,80.98333333,95.43,101.2466667
53,Lincoln,Nebraska,100,97.315,81.495,82.905,73.525,98.59,72.41,68.725,75.48,64.985,67.4,100.515,102.41,70.17,68.5,77.695,75.645,81.34,101.59,114.47,73.515,65.375,70.47,73.425,82.44,94.79,102.385,71.48,73.89,83.045,79.075,82.98,112.31,116.975,78.265,74.18,86.16,75.68,86.185,106.18,123.31,81.79,75.28,82.16,80.405,86.26,113.335,136.365,82.735,75.02,80.715,84.99,110.475,133.495,127.475,79.03,73.34,82.125,100.865,92.455,98.045,77.89,54.37,63.405,64.045,56.04,54.85,58.14,48.985,37.625,47.305,48.495,53.995,50.12,53.955,44.965,46.245,52.32,56.555,58.935,46.965,50.4,46.03,41.395,51.055,57.765,52.64,52.3,61.385,53.7,25.89,52.275,54.1,60.18,45.15,58.02,67.68,52.72,66.08,68.08,67.625,70.165,68.725,69.28,54.155,68.245,66.48,67,75.185,95.08,73.925,60.05,62.01,75.27,73.35,71.17,91.47,79.43,56.86,65.52131788,65.27060797,78.8,84.205,107,90.43,75.815,92.695,97.395,98.76,100.8,104.47,102.9,73.51,71.105,87.74,96
54,Los Angeles,California,100,105.1433333,109.62,108.8433333,124.6633333,123.2666667,95.31,101.54,109.5233333,111.1033333,116.5766667,126.7733333,125.2866667,90.71333333,106.88,108.93,108.28,110.9066667,126.55,128.0966667,86.56666667,100.1666667,105.15,108.1933333,113.9,128.0266667,125.58,87.84333333,111.3666667,113.7166667,115.38,123.8,144.78,129.22,105.87,108.8233333,117.4266667,117.6066667,122.7,135.0966667,126.6,102.7566667,116.0966667,116.4066667,115.2633333,117.5266667,132.8233333,132.31,94.10333333,109.43,119.8233333,113.34,117.4,130.8566667,127.2366667,101.04,105.0866667,99.22,104.52,87.21,88.75666667,76.31,60.36333333,62.41,59.33666667,54.94,49.67666667,47.65666667,42.48333333,33.12666667,41.15333333,40.65,40.28,39.86333333,43.09,37.91333333,32.20666667,39.97333333,39.57666667,40.54333333,39.61666667,43.64666667,38.39666667,29.72,33.4,33.88333333,35.37333333,31.75333333,38.55666667,39.69333333,26.80333333,37.39333333,39.91,41.92666667,41.91333333,44.76666667,41.24,35.51666667,42.99666667,42.62,44.20666667,45.1,49.76666667,47.34,39.06333333,45.21,46.77333333,46.64333333,48.72666667,54.58333333,51.74333333,43.26666667,50.57333333,52.2,52.25,53.66,62.27,61.60666667,47.98333333,55.97939908,55.43425932,57.35333333,59.06333333,68.35333333,66.43333333,55.23333333,56.92666667,62.46,64.49333333,66.34,75.26,70.80333333,61.23333333,59.82666667,67.50333333,69.08
55,Louisville,Kentucky,100,104.7366667,104.35,102.2766667,114.83,108.89,80.55666667,89.62,94.96666667,100.64,105.09,115.52,112.08,78.07666667,96.27333333,97.03666667,98.09,100.7433333,115.55,117.8466667,83.58,105.1666667,99.51333333,109.2333333,107.9,117.7433333,116.4333333,82.10333333,98.03333333,105.1533333,109.13,115.8433333,140.4033333,131.7533333,89.97,107.0866667,103.74,114.04,108.5433333,131.66,136.11,86.24,96.84333333,106.5133333,109.2533333,116.14,132.6233333,142.23,99.40333333,101.7833333,109.7566667,111.34,113.1533333,129.36,148.6366667,99.96333333,101.3533333,109.36,111.3433333,99.26,110.2733333,89.67666667,65.54666667,79.12666667,75.43333333,66.18,66.20333333,78.32,60.11666667,48.08,65.51333333,59.04333333,62.85,62.7,66.6,60.97666667,50.86,62.83666667,57.23,56.6,61.21666667,67.12666667,57.5,48.67333333,63.33333333,60.82,61.41333333,61.95,64.26333333,59.21,36.85666667,55.84333333,56.10666667,63.27,62.10333333,63.21,63.23666667,52.3,70.79333333,68.72666667,69.93666667,61.31333333,77.56,60.90666667,49.41666667,73.03333333,72.61,67.84666667,68.54666667,86.33666667,79.17,59.41333333,80.78,73.93333333,79.49333333,84.03666667,80.35333333,86.04666667,60.71333333,73.84456858,73.47823755,81.65333333,95.64333333,97.58,89.58333333,71.27333333,87.44,93.66333333,94.73333333,101.7833333,116.46,95.95333333,84.17333333,84.69666667,103.1566667,105.86
56,Madison,Wisconsin,100,105.4733333,107.22,107.7966667,127.0733333,120.7633333,107.9866667,157.1433333,253.4,240.1766667,216.47,210.1433333,170.5633333,107.0833333,178.09,175.4666667,170.18,180.5433333,199.76,184.2366667,111.7866667,156.1533333,155.3433333,160.6133333,164.78,187.33,163.5,103.2533333,154.0166667,159.8866667,161.74,178.6666667,201.4933333,181.6533333,126.59,157.13,167.09,155.2966667,162.4366667,193.13,183.04,132.5966667,138.3566667,142.08,145.9333333,174.6,226.16,203.81,136.0866667,143.6,151.0533333,156.74,166.0333333,209.95,196.9033333,134.3266667,137.2266667,147.7066667,140.9433333,147.4033333,128.5833333,89.03666667,59.29666667,61.37,57.84333333,48.31,46.14,52.08666667,45.95666667,38.84333333,47.23,45.25666667,41.30333333,39.32333333,45.77333333,35.17666667,34.39333333,50.42666667,43.84333333,49.79333333,49.19333333,51.99333333,48.28666667,45.13333333,45.49,56.16666667,43.56333333,45.92,53.27666667,48.1,33.23,43.83,46.85,45.73333333,50.96666667,53.11333333,55.05,51.10666667,54.04333333,52.28666667,51.47,51.51,57.93,53.65,55.64,47.45666667,50.71333333,46.99333333,61.74333333,65.87666667,66.42333333,58.84,56.94,55.24,64.74666667,64.74666667,69.40333333,66.23666667,43.65666667,70.14939737,69.21015808,69.79666667,66.40333333,87.78,79.17333333,53.55333333,62.60666667,75.4,85.10333333,81.56666667,90.12666667,70.88333333,74.63666667,72.32,85.53333333,90.45666667
57,Memphis,Tennessee,100,105.9966667,99.60666667,102.4133333,123.4933333,123.2433333,82.96666667,100.0033333,98.84,101.5433333,94.01333333,115.9833333,120.9,76.94666667,100.22,99.91,95.55,102.93,125.1766667,125.4533333,85.62666667,99.27,96.00666667,100.3966667,101.9933333,117.4233333,124.59,92.42,100.7,101.74,100.01,113.59,140.9233333,138.8233333,91.97666667,105.9466667,98.24,100.62,101.1233333,126.6833333,134.3233333,80.59333333,95.27333333,106.5066667,108.2466667,118.21,145.2666667,169.7233333,96.11333333,109.51,115.1633333,111.4566667,121.1833333,153.7666667,165.1166667,102.1033333,110.6133333,115.6766667,105.85,108.1766667,119.0633333,110.98,76.58333333,87.85333333,94.30333333,82.28666667,84.86333333,84.66333333,76.57666667,49.95333333,71.61,67.34,67.37333333,77.97,83.09666667,68.19333333,61.62333333,70.35333333,69.93,74.91,75.19,78.45333333,68.46,58.20333333,72.45,68.13333333,74.30666667,76.98666667,81.50333333,71.73666667,43.86333333,70.9,71.03,78.73333333,79.89333333,87.36666667,83.26666667,55.52333333,86.91,85.32333333,76.23,74.77666667,94.97,83.83,69.33333333,83.32,84.56,83.47,92.70333333,100.77,101.6766667,72.56333333,93.86,99.37,97.90333333,101.7733333,105.08,113.06,78.34,86.84302428,86.70636113,108.7566667,115.9666667,125.29,117.1233333,86.41666667,116.6066667,113.7533333,117.8566667,124.71,135.34,139.1166667,105.5766667,97.45,113.82,120.6666667
58,Miami,Florida,100,101.3966667,103.1866667,106.09,116.78,115.3766667,89.88,97.56333333,100.05,95.93,100.4833333,116.05,113.56,84.3,97.88666667,100.68,102.4,111.5866667,129.9066667,126.7433333,96.78333333,103.64,100.1166667,101.9633333,106.9066667,113.96,117.4933333,92.38666667,100.9633333,102.4633333,106.0733333,113.81,129.2633333,111.7166667,93.29,104.82,108.07,107.6733333,110.97,122.0733333,119.7433333,93.77,103.6566667,105.3933333,104.7533333,108.2766667,123.8,122.9033333,94.03333333,107.9166667,107.9366667,113.62,115.5133333,127.1733333,128.44,96.80333333,114.62,116.96,116.4633333,112.6566667,119.28,113.39,83.74,85.85,75.2,66.2,60.32333333,59.11333333,47.83666667,36.48,44.25333333,43.59666667,42.45666667,42.05,43.76666667,37.96333333,31.19666667,39.86333333,40.08666667,39.05333333,38.52666667,40.07333333,36.07333333,28.34666667,35.96,37.41,38.71333333,39.15666667,41.45,36.65333333,27.93333333,39.02333333,39.34333333,40.03,40.15,44.40666667,40.53666667,34.12333333,42.80666667,42.73666667,42.74,43.67666667,47.45333333,43.97333333,32.35,45.09666667,46.05666667,46.92666667,44.98,55.40333333,50.72,41.55,51.58666667,54.03333333,53.15333333,53.93,61.03,58.68666667,38.53333333,58.79227835,58.28931284,57.71666667,56.12333333,58.83333333,60.43,49.72333333,57.29666667,62.56333333,63.84666667,65.11333333,76.34666667,69.9,47.61666667,48.34,63.96666667,68.65333333
59,Milwaukee,Wisconsin,100,123.1966667,105.47,106.7366667,120.6733333,116.22,88.67,103.79,111.0166667,109.4833333,111.78,130.2866667,125.8,85.89333333,99.07666667,107.8066667,105.1966667,111.45,137.92,142.2633333,96.12666667,101.8933333,103.43,109.7,116.2066667,132.5766667,140.0066667,87.64666667,109.7333333,107.9233333,109.2466667,115.8733333,138.3933333,141.9933333,101.12,105.2533333,113.1433333,107.73,109.24,135.7533333,159.3566667,108.2333333,104.2266667,106.3466667,109.9466667,113.1566667,146.5466667,158.5833333,113.78,109.68,113.8333333,119.6233333,123.9266667,146.69,168.1333333,110.37,103.9566667,114.4766667,114.0233333,106.4733333,114.8566667,104.5366667,76.61,77.64666667,73.62,63.47666667,60.19,67.42666667,56.67333333,45.65333333,59.51666667,57.30333333,54.76,50.4,57.33666667,47.83,43.99,55.10666667,54.65,60.14333333,63.15,68.58333333,59.10666667,53.72333333,59.31333333,67.19,55.38,58.63333333,66.95666667,63.53333333,43.49666667,55.08,58.02333333,59.88,63.97,70.08,73.58333333,60.51,69.66,65.98333333,63.89333333,64.02,74.12333333,68.89,63.93666667,63.41333333,65.81,63.29666667,72.28,85.20666667,86.35,73.59666667,71.35,73.63333333,80.35666667,82.39333333,86.63666667,87.67666667,61.93666667,75.31714449,74.77079762,86.45,87.18,109.6466667,98.46333333,67.52333333,84.03666667,88.13333333,104.16,105.8566667,118.39,104.57,100.5866667,90.64666667,115.1166667,116.46
60,Minneapolis,Minnesota,100,101.3833333,97.57666667,101.63,90.69,90.48666667,78.41,100.06,112.8766667,113.37,115.18,126.0166667,127.7366667,84.97,98.33666667,99.79666667,99.55666667,104.6333333,121.5333333,130.6133333,83.63,96.46,102.3633333,104.08,108.0766667,121.8966667,121.89,78.55,98.72333333,106.1566667,103.6833333,103.8366667,133.5933333,139.11,92.49333333,101.76,108.8566667,102.4366667,107.52,133.9766667,136.71,93.69,103,108.05,107.5433333,112.51,134.5966667,135.26,97.41666667,105.5266667,114.55,107.4533333,113.3966667,137.5266667,141.4266667,102.11,97.21333333,103.7266667,106.0466667,97.57,103.7333333,95.14333333,66.11,67.55,66.09666667,56.34333333,50.09333333,57.74333333,49.49333333,40.54666667,50.50333333,49.69,46.61333333,57.40666667,61.24,35.27666667,33.30333333,55.64666667,55.38,51.31666667,49.05,45.64666667,52.23,49.85666667,50.74666667,59.01,50.89666667,46.93666667,59.30666667,59.03333333,27.71666667,45.01666667,45.13666667,49.34666667,53.46333333,61.57333333,66.31,52.80333333,54.61666667,55.53,67.09333333,62.99666667,69.15,70.66666667,55.90333333,68,52.24,65.44,73.13666667,77.02333333,77.46666667,65.57,68.39,68.77333333,73.43666667,72.01666667,77.68,67.7,51.35666667,67.43562641,67.00877681,70.48333333,83.83,99.92666667,76.53666667,55.32,85.66666667,94.33,98.47333333,92.32666667,102.1633333,82.86,76.37333333,77.63,92.31666667,106.9866667
61,Modesto,California,100,101.8533333,96.97333333,92.81,102.8766667,98.47,69.01666667,80.61666667,96.59,99.34,91.74666667,104.7466667,96.5,75.40333333,95.08,91.73333333,95.42666667,93.37333333,103.44,101.3666667,67.55,94.4,91.27333333,92.88333333,94.97,115.4266667,101.92,81.49333333,99.65333333,93.41666667,101.13,109.5433333,131.6766667,107.1433333,84.14333333,89.07666667,105.1766667,98.99333333,98.58,110.5633333,109.64,90.2,109.2833333,103.65,106.75,100.36,113.4266667,107.1866667,79.03,93.07,104.8966667,107.2833333,114.1533333,117.5633333,103.12,77.84666667,98.85666667,108.1733333,105.5766667,98.58666667,107.4933333,84.52666667,58.26,74.19333333,75.93333333,78.21333333,69.89,68.56666667,51.99666667,44.88333333,56.54333333,58.21333333,57.51,57.48,62.45666667,51.13,44.31666667,57.85,57.83,59.34666667,54.89333333,68.02333333,48.76333333,38.97,53.29333333,55.30333333,58.3,55.51333333,59.31,53.96,40.30333333,61.55333333,61.98,66.53666667,64.34666667,68.05666667,60.51,52.33333333,60.77333333,64.30666667,62.2,69.06666667,73.08666667,70.52666667,59.57333333,77.86,69.48,71.06,76.42333333,86.11666667,78.99333333,65.99,77.57333333,83.3,78.31333333,80.02333333,92.61333333,83.06,70.56666667,71.19953146,71.08545684,80.32333333,84.97,98.66333333,95.46,68.87,89.02666667,97.21666667,96.37333333,95.61666667,107.1466667,97.33333333,87.01,82.48,99.53,102.9866667
62,Monterey,California,100,90.08666667,94.37333333,95.50333333,133.6733333,174.4133333,140.4133333,120.4166667,95.65666667,106.2133333,101.5566667,136.9766667,161.22,107.4233333,105.96,104.9033333,105.6766667,104.8966667,119.98,153.0933333,99.07666667,99.58333333,104.1666667,115.52,117.1166667,134.4633333,152.9033333,120.6333333,112.9,103.1633333,108.98,122.35,177.4333333,232.6933333,207.72,159.12,122.7766667,122.6033333,118.85,148.8633333,172.5433333,130.5933333,115.22,118.64,119.3633333,108.4933333,131.0433333,173.5566667,115.6466667,111.92,118.4866667,100.6566667,99.55333333,128.1233333,139.5666667,107.99,95.63333333,91.6,112.54,104.7266667,102.1266667,92.28,65.68,65.54,56.05333333,40.71666667,49.2,44.11666667,34.95,26.86333333,35.42666667,32.45,34.05333333,38.04333333,36.64333333,32.72,28.18666667,41.01666667,36.81,34.44666667,37.99333333,40.91,30.51666667,21.90333333,32.71333333,36.41333333,35.71,35.04,39.4,39.80333333,25.46666667,33.35,41.39666667,36.84,35.30333333,42.44666667,41.89333333,34.68666667,39.6,36.80666667,39.39,37.82666667,46.88333333,50.08,42.45666667,39.13666667,45.24333333,40.78333333,40.67333333,48.73333333,53.14,41.83666667,48.57,45.23666667,44.6,50.64666667,55.66,60.57333333,50.59,54.23560265,53.36628455,54.80333333,56.96,67.76333333,78.05333333,53.12333333,54.69,57.97333333,59.63333333,63.85333333,78.41666667,101.2,111.85,97.93666667,79.17,73.42333333
63,Murrieta,California,100,100.73,108.79,104.2,119.8866667,128.5933333,99.86666667,103.8433333,103.9333333,101.8766667,104.7666667,118.8066667,124.8933333,90.31333333,97.30333333,98.74333333,100.77,105.6333333,122.5566667,118.8766667,90.81,99.44666667,100.52,102.4266667,105.24,120.8833333,129.8266667,90.52,101.4966667,104.5466667,110.87,115.2266667,138.4566667,135.7566667,106.9866667,116.93,113.05,115.51,114.44,129.2333333,125.6,103.7933333,110.4133333,109.9766667,111.8033333,113.9233333,130.2766667,139.66,96.55,102.4033333,108.8233333,109.9233333,110.17,128.9266667,132.47,94.56333333,102.75,95.74,105.33,91.99333333,101.4433333,99.34666667,73.82333333,81.71666667,76.65333333,64.22333333,65.91666667,64.65666667,58.04333333,49.08666667,54.25333333,58.23333333,55.74,57.07666667,61.4,55.41333333,49.94,58.75666667,57.82333333,59.55666667,58.28,63.28666667,54.92,43.39333333,48.03,45.07666667,47.58333333,45.44333333,50.08333333,58.52,38.91,54.45666667,61.57666667,61.04666667,61.52333333,67.65,58.27,53.39,62.57666667,63.69666667,65.04333333,64.44,69.94666667,67.51666667,58.14,64.92,66.92333333,67.04333333,73.47666667,79.29333333,77.13666667,65.07333333,72.84666667,73.72666667,76.01333333,75.2,89.50666667,91.82,70.02,71.07527593,70.71265008,83.23333333,85.19333333,98.72333333,97.76,84.46666667,88.35666667,91.83666667,94.90666667,99.14,109.1933333,110.9366667,96.95666667,83.04,96.09666667,98.98666667
64,Naples,Florida,100,106.65,106.01,109.66,124.275,122.43,98.88,114.49,111.965,108.295,107.995,116.535,112.255,82.05,107.06,104.135,107.56,111.945,115.14,104.295,78.335,108.035,107.705,112.79,117.945,130.11,130.35,90.905,117.26,114.7,120,130.475,145.75,127.87,109.7,125.96,133.22,126.14,130.32,141.495,127.86,97.61,117.95,119.065,122.76,125.115,129.765,118.305,94.23,116.45,119.225,117.985,122.6,130.775,120.275,98.145,123.625,119.02,117.7,115.55,116.06,102.815,82.755,102.125,93.31,81.24,75.58,70.57,53.66,38.555,56.675,55.06,51.35,53.74,53.315,42.815,32.835,48.485,49.295,47.125,50.74,46.17,34.075,28.025,42.57,44.46,47.23,47.715,51.545,38.805,23.595,46.055,46.475,48.88,45.445,54.19,43.31,36.75,50.245,50.545,52.41,53.955,56.82,42.435,29.705,53.485,56.48,55.93,50.81,65.29,56.635,45.175,66.39,69.075,67.94,70.345,82.495,84.215,48.94,65.99233245,65.58953027,80.425,78.995,83.635,73.605,59.54,76.88,81.675,83.115,84.8,92.54,82.425,62.14,61.245,83.715,88.28
